player_a,player_b,team,season,chemistry,usg_overlap,usg_sum,obpm_diff,dbpm_diff,dbpm_sum,twoway_complement,ast_diff,ts_diff,age_diff,bpm_max,bpm_min,bpm_diff,shared_min
Karl-Anthony Towns,Nickeil Alexander-Walker,MIN,2023-24,3.25,0.125,0.411,2.7,0.4,2.2,1.68,0.002,0.047,3.0,2.5,0.2,2.3,895.5
Chris Paul,Moses Moody,GSW,2023-24,3.25,0.022,0.33,0.0,1.1,1.3,-0.42,0.272,0.034,17.0,1.0,-0.1,1.1,520.8
Dario Šarić,Brandin Podziemski,GSW,2023-24,3.23,0.041,0.339,1.1,0.0,0.8,0.18,0.011,0.06,9.0,1.0,-0.1,1.1,568.8
Jalen Suggs,Anthony Black,ORL,2023-24,3.22,0.068,0.314,3.2,0.8,2.4,-10.12,0.039,0.042,3.0,1.0,-3.0,4.0,512.1
Georges Niang,Isaac Okoro,CLE,2023-24,3.2,0.037,0.309,0.7,1.1,0.3,-5.25,0.02,0.016,8.0,-1.1,-2.9,1.8,845.1
Josh Hart,Miles McBride,NYK,2024-25,3.2,0.011,0.313,1.5,1.4,2.2,-0.56,0.051,0.08,6.0,2.8,0.0,2.8,895.5
Dillon Brooks,Jalen Green,HOU,2023-24,3.19,0.094,0.446,3.7,0.6,-1.2,3.9,0.096,0.008,6.0,-0.5,-3.6,3.1,1736.8
Moritz Wagner,Franz Wagner,ORL,2023-24,3.16,0.03,0.47,0.8,0.0,0.6,-0.84,0.074,0.101,5.0,2.0,1.2,0.8,672.1
Luke Kennard,Jaylen Wells,MEM,2024-25,3.16,0.016,0.296,2.1,1.2,-0.8,0.14,0.097,0.071,8.0,1.1,-2.2,3.3,607.1
Jakob Poeltl,Gary Trent Jr.,TOR,2023-24,3.14,0.035,0.355,0.9,2.4,-0.4,0.26,0.047,0.105,3.0,0.7,-2.6,3.3,657.1
Jayson Tatum,Derrick White,BOS,2023-24,3.1,0.113,0.479,2.1,0.8,2.0,-3.9,0.002,0.007,3.0,5.1,3.8,1.3,1696.4
Shai Gilgeous-Alexander,Luguentz Dort,OKC,2024-25,3.1,0.203,0.469,9.5,1.8,3.4,8.82,0.232,0.051,0.0,11.5,0.2,11.3,1835.3
Wendell Carter Jr.,Franz Wagner,ORL,2024-25,3.1,0.147,0.465,4.8,0.4,1.4,6.51,0.13,0.014,3.0,3.1,-1.2,4.3,931.9
Goga Bitadze,Anthony Black,ORL,2024-25,3.08,0.048,0.332,2.8,1.6,4.0,-13.33,0.059,0.11,4.0,2.5,-1.9,4.4,599.2
Reggie Jackson,Peyton Watson,DEN,2023-24,3.06,0.049,0.369,1.2,2.3,-0.7,-1.14,0.159,0.018,13.0,-2.2,-3.2,1.0,901.8
Paul George,Ivica Zubac,LAC,2023-24,3.04,0.099,0.429,2.1,0.2,0.2,-2.16,0.082,0.058,7.0,3.2,0.8,2.4,1492.3
Caleb Martin,Duncan Robinson,MIA,2023-24,3.03,0.016,0.352,1.7,0.6,-0.2,-0.24,0.033,0.081,2.0,-0.9,-2.0,1.1,724.2
Mike Conley,Rudy Gobert,MIN,2023-24,3.02,0.005,0.309,1.9,0.3,3.1,0.96,0.233,0.048,4.0,3.4,1.8,1.6,1805.3
Keegan Murray,Keon Ellis,SAC,2024-25,3.02,0.023,0.273,0.7,2.8,1.2,0.0,0.025,0.111,1.0,1.9,-1.6,3.5,1069.0
Santi Aldama,Jaylen Wells,MEM,2024-25,3.02,0.023,0.335,3.7,1.7,-0.3,0.36,0.067,0.028,3.0,3.2,-2.2,5.4,739.6
Kawhi Leonard,Terance Mann,LAC,2023-24,3.0,0.126,0.396,5.6,1.3,-0.1,0.42,0.079,0.011,6.0,5.5,-1.5,7.0,1274.6
Russell Westbrook,Norman Powell,LAC,2023-24,3.0,0.046,0.432,0.6,1.9,-0.5,1.44,0.226,0.112,4.0,0.5,-0.8,1.3,1066.7
Klay Thompson,Draymond Green,GSW,2023-24,3.0,0.086,0.382,1.7,4.5,1.5,9.36,0.166,0.011,0.0,2.4,-0.4,2.8,883.8
Darius Garland,Evan Mobley,CLE,2023-24,2.99,0.049,0.449,0.7,3.2,0.8,1.54,0.14,0.066,1.0,2.9,-1.0,3.9,1069.1
Wendell Carter Jr.,Franz Wagner,ORL,2023-24,2.98,0.078,0.422,0.4,0.1,0.7,-0.06,0.083,0.048,3.0,1.2,0.9,0.3,1058.3
Russell Westbrook,Jamal Murray,DEN,2024-25,2.97,0.005,0.465,2.7,0.8,-1.2,1.96,0.066,0.052,8.0,0.8,-1.1,1.9,1059.2
Alperen Şengün,Tari Eason,HOU,2024-25,2.97,0.074,0.444,1.6,0.8,4.4,1.28,0.156,0.022,2.0,4.4,3.6,0.8,748.2
Dorian Finney-Smith,Cameron Johnson,BKN,2023-24,2.96,0.058,0.322,2.9,0.4,-0.6,2.66,0.052,0.036,3.0,0.4,-2.0,2.4,742.7
CJ McCollum,Herbert Jones,NOP,2024-25,2.95,0.12,0.412,5.1,2.8,-2.4,15.58,0.058,0.009,7.0,-1.4,-3.6,2.2,515.1
Pascal Siakam,Andrew Nembhard,IND,2023-24,2.94,0.089,0.411,4.6,0.0,-1.0,3.85,0.019,0.028,6.0,2.5,-2.2,4.7,962.4
Naz Reid,Jaden McDaniels,MIN,2023-24,2.94,0.067,0.379,3.7,0.4,1.8,-2.8,0.018,0.024,1.0,1.5,-2.6,4.1,806.7
Darius Garland,Isaac Okoro,CLE,2023-24,2.94,0.113,0.385,2.0,1.9,-0.5,3.5,0.2,0.039,1.0,-1.0,-1.1,0.1,804.7
Jaylen Brown,Jayson Tatum,BOS,2024-25,2.94,0.019,0.583,4.0,1.2,0.4,-2.88,0.062,0.027,1.0,5.2,0.0,5.2,1409.6
Jalen Williams,Cason Wallace,OKC,2024-25,2.94,0.146,0.394,4.2,1.2,4.0,5.33,0.116,0.011,3.0,4.0,1.0,3.0,1178.2
Russell Westbrook,Daniel Theis,LAC,2023-24,2.93,0.089,0.389,1.4,0.6,0.8,-1.53,0.204,0.083,3.0,0.5,-1.5,2.0,521.4
Michael Porter Jr.,Peyton Watson,DEN,2024-25,2.92,0.059,0.335,3.7,2.0,-1.4,7.92,0.011,0.053,5.0,-0.1,-1.8,1.7,895.0
Kawhi Leonard,Ivica Zubac,LAC,2023-24,2.91,0.096,0.426,4.0,0.6,0.6,-3.36,0.09,0.045,6.0,5.5,0.8,4.7,1303.0
Malik Beasley,Isaiah Stewart,DET,2024-25,2.9,0.094,0.336,3.6,3.3,0.9,11.84,0.031,0.026,4.0,0.8,0.6,0.2,1060.3
Gabe Vincent,Dalton Knecht,LAL,2024-25,2.9,0.05,0.312,3.7,1.6,-1.8,5.92,0.023,0.058,5.0,-1.8,-4.0,2.2,514.0
Larry Nance Jr.,Trey Murphy III,NOP,2023-24,2.88,0.07,0.294,2.7,2.2,2.2,6.0,0.025,0.041,7.0,2.5,2.0,0.5,598.3
Brook Lopez,Gary Trent Jr.,MIL,2024-25,2.88,0.011,0.325,1.6,0.8,0.0,0.0,0.014,0.033,11.0,0.8,-1.6,2.4,1086.9
Naz Reid,Jaden McDaniels,MIN,2024-25,2.84,0.05,0.37,2.2,0.6,2.2,0.0,0.032,0.015,1.0,1.6,0.0,1.6,1168.2
Brook Lopez,Kyle Kuzma,MIL,2024-25,2.83,0.076,0.39,3.3,2.2,-1.4,0.0,0.045,0.11,8.0,0.8,-4.7,5.5,674.1
Al Horford,Jrue Holiday,BOS,2023-24,2.81,0.042,0.28,0.7,0.9,3.1,-0.03,0.072,0.053,4.0,3.6,2.1,1.5,1009.5
Bam Adebayo,Davion Mitchell,MIA,2024-25,2.81,0.097,0.367,2.5,0.2,1.8,0.0,0.033,0.012,1.0,2.0,-0.6,2.6,604.4
CJ McCollum,Trey Murphy III,NOP,2023-24,2.79,0.062,0.426,0.8,0.3,-0.3,-9.0,0.105,0.02,8.0,3.1,2.5,0.6,1001.1
Trae Young,Jalen Johnson,ATL,2024-25,2.79,0.071,0.499,2.8,4.1,-1.3,5.4,0.249,0.002,3.0,1.8,0.5,1.3,923.6
Jalen Green,Jae'Sean Tate,HOU,2023-24,2.71,0.155,0.385,4.1,2.4,0.6,6.76,0.085,0.003,6.0,-0.5,-2.3,1.8,533.8
Kelly Oubre Jr.,Guerschon Yabusele,PHI,2024-25,2.71,0.023,0.349,1.8,0.5,-1.7,1.32,0.035,0.065,0.0,-1.0,-2.3,1.3,1055.0
Damian Lillard,Bobby Portis,MIL,2023-24,2.68,0.05,0.498,3.4,0.5,-2.1,-3.76,0.206,0.009,4.0,2.1,-0.8,2.9,1061.6
Tobias Harris,Tyrese Maxey,PHI,2023-24,2.67,0.07,0.476,3.1,0.9,-1.1,-5.61,0.121,0.003,8.0,3.1,0.9,2.2,1727.4
Khris Middleton,Giannis Antetokounmpo,MIL,2023-24,2.65,0.09,0.55,5.6,2.4,2.4,-4.73,0.042,0.054,3.0,9.0,1.1,7.9,1042.9
Anfernee Simons,Donovan Clingan,POR,2024-25,2.63,0.106,0.376,3.2,2.9,-0.1,9.3,0.16,0.017,5.0,-0.1,-0.3,0.2,710.2
Jaylen Brown,Jayson Tatum,BOS,2023-24,2.6,0.013,0.579,3.6,0.7,0.5,-3.9,0.046,0.024,1.0,5.1,0.7,4.4,1577.1
Jonas Valančiūnas,Trey Murphy III,NOP,2023-24,2.6,0.025,0.389,1.8,0.5,0.5,-0.5,0.024,0.007,8.0,2.5,1.2,1.3,708.1
Nikola Vučević,Patrick Williams,CHI,2023-24,2.59,0.07,0.396,2.9,0.6,-0.8,3.0,0.076,0.013,11.0,0.1,-2.3,2.4,741.8
Tre Jones,Malaki Branham,SAS,2023-24,2.57,0.043,0.341,3.0,2.3,-2.1,-0.6,0.156,0.065,3.0,-0.4,-5.6,5.2,531.6
Scotty Pippen Jr.,Jaylen Wells,MEM,2024-25,2.57,0.032,0.344,1.2,2.8,0.8,-0.36,0.201,0.022,3.0,1.9,-2.2,4.1,656.3
Davion Mitchell,Kel'el Ware,MIA,2024-25,2.57,0.034,0.304,0.8,0.2,1.4,-2.99,0.175,0.03,5.0,-0.1,-0.6,0.5,512.6
James Harden,Derrick Jones Jr.,LAC,2024-25,2.55,0.126,0.446,4.5,0.1,1.5,4.59,0.321,0.027,7.0,4.3,-0.3,4.6,1559.9
Spencer Dinwiddie,P.J. Washington,DAL,2024-25,2.55,0.023,0.373,0.2,0.9,-0.5,-0.26,0.13,0.003,6.0,-0.9,-1.6,0.7,974.1
De'Aaron Fox,Keegan Murray,SAC,2023-24,2.54,0.122,0.478,3.0,0.6,-0.4,-0.25,0.176,0.002,3.0,2.7,-0.9,3.6,1824.4
Chet Holmgren,Jalen Williams,OKC,2023-24,2.53,0.022,0.442,0.2,1.2,1.8,-0.51,0.09,0.011,1.0,3.4,2.3,1.1,1762.2
Brook Lopez,Khris Middleton,MIL,2023-24,2.5,0.074,0.386,0.9,0.8,0.8,0.66,0.201,0.013,4.0,1.1,1.0,0.1,1148.3
James Harden,Ivica Zubac,LAC,2024-25,2.5,0.094,0.478,1.2,0.0,1.6,-4.05,0.244,0.059,7.0,4.3,3.1,1.2,2185.9
Mason Plumlee,Grayson Allen,PHX,2024-25,2.48,0.064,0.274,2.2,2.0,0.0,4.25,0.008,0.014,6.0,-0.3,-0.6,0.3,636.5
Bradley Beal,Devin Booker,PHX,2023-24,2.47,0.065,0.513,3.1,0.4,-1.6,-7.5,0.084,0.004,4.0,3.0,0.4,2.6,1111.3
Nickeil Alexander-Walker,Anthony Edwards,MIN,2024-25,2.47,0.152,0.462,5.2,0.4,0.4,5.28,0.06,0.016,3.0,4.3,-0.4,4.7,1197.5
Jonas Valančiūnas,Dyson Daniels,NOP,2023-24,2.45,0.084,0.33,2.6,2.0,3.0,0.88,0.029,0.09,11.0,1.2,0.6,0.6,621.5
Alperen Şengün,Amen Thompson,HOU,2024-25,2.45,0.087,0.431,1.2,0.8,4.4,0.96,0.071,0.057,0.0,4.4,4.1,0.3,1315.5
Dalano Banton,Shaedon Sharpe,POR,2024-25,2.44,0.013,0.487,0.6,1.1,-1.5,0.52,0.075,0.054,3.0,-0.8,-1.3,0.5,572.0
Gary Harris,Wendell Carter Jr.,ORL,2023-24,2.43,0.058,0.286,2.8,0.7,1.5,0.34,0.01,0.036,4.0,0.9,-1.2,2.1,585.5
Anthony Edwards,Jaden McDaniels,MIN,2023-24,2.41,0.158,0.47,6.0,0.2,1.2,8.8,0.174,0.004,1.0,3.3,-2.6,5.9,1713.2
Josh Hart,Precious Achiuwa,NYK,2023-24,2.4,0.025,0.291,0.6,0.9,1.9,-6.48,0.076,0.023,5.0,0.0,-1.4,1.4,908.3
Derrick White,Payton Pritchard,BOS,2024-25,2.4,0.009,0.381,0.7,0.6,1.0,-6.08,0.015,0.027,3.0,3.5,3.5,0.0,1108.5
Malik Beasley,Cade Cunningham,DET,2024-25,2.37,0.108,0.538,1.8,1.3,-1.1,-11.84,0.32,0.025,5.0,3.9,0.8,3.1,1228.1
Anfernee Simons,Scoot Henderson,POR,2024-25,2.36,0.021,0.461,2.9,0.7,-2.3,1.8,0.033,0.017,5.0,-0.1,-2.2,2.1,806.2
Luke Kennard,Jaren Jackson Jr.,MEM,2024-25,2.36,0.134,0.414,0.7,0.6,1.0,-0.56,0.077,0.04,4.0,2.3,1.1,1.2,800.5
Trey Lyles,Malik Monk,SAC,2024-25,2.36,0.097,0.375,0.7,0.8,-1.4,0.14,0.162,0.002,2.0,-0.7,-0.8,0.1,556.7
LeBron James,Rui Hachimura,LAL,2023-24,2.34,0.103,0.467,5.5,1.8,0.0,-4.14,0.297,0.002,13.0,6.5,-0.9,7.4,1034.1
Jalen Green,Aaron Holiday,HOU,2023-24,2.33,0.112,0.428,2.2,1.2,-0.6,2.73,0.013,0.037,5.0,-0.5,-1.5,1.0,577.6
Goga Bitadze,Jalen Suggs,ORL,2024-25,2.32,0.126,0.41,0.5,1.5,4.1,-6.51,0.074,0.095,1.0,2.5,0.4,2.1,514.8
Mason Plumlee,Tyus Jones,PHX,2024-25,2.31,0.055,0.265,2.9,2.3,-0.3,6.75,0.143,0.06,6.0,0.1,-0.6,0.7,688.1
Nicolas Batum,Paul Reed,PHI,2023-24,2.3,0.071,0.241,0.7,0.3,1.7,-3.2,0.01,0.023,10.0,0.4,-0.5,0.9,545.7
RJ Barrett,Jamal Shead,TOR,2024-25,2.3,0.102,0.46,4.4,0.2,-1.6,4.37,0.05,0.048,3.0,0.6,-4.1,4.7,519.9
Julian Strawther,Peyton Watson,DEN,2024-25,2.29,0.035,0.311,1.0,1.7,-1.1,-4.08,0.009,0.005,1.0,-1.8,-4.5,2.7,706.4
Brook Lopez,Taurean Prince,MIL,2024-25,2.26,0.034,0.28,2.4,0.1,0.7,0.0,0.015,0.011,6.0,0.8,-1.7,2.5,1699.1
Giannis Antetokounmpo,Gary Trent Jr.,MIL,2024-25,2.26,0.178,0.514,8.1,2.9,2.1,3.52,0.275,0.034,4.0,9.5,-1.6,11.1,878.6
Luke Kennard,Zach Edey,MEM,2024-25,2.26,0.016,0.296,1.1,0.1,0.3,0.21,0.12,0.007,6.0,1.1,-0.1,1.2,544.1
Paul George,Guerschon Yabusele,PHI,2024-25,2.25,0.07,0.396,0.6,1.2,-1.0,0.72,0.103,0.073,6.0,-0.4,-1.0,0.6,621.5
Paul George,Kelly Oubre Jr.,PHI,2024-25,2.24,0.047,0.419,1.2,0.7,-0.5,-0.66,0.138,0.008,6.0,-0.4,-2.3,1.9,938.1
Jrue Holiday,Kristaps Porziņģis,BOS,2023-24,2.2,0.086,0.408,2.5,0.5,2.7,0.19,0.098,0.05,6.0,5.1,2.1,3.0,1088.2
Karl-Anthony Towns,OG Anunoby,NYK,2024-25,2.2,0.07,0.46,2.8,0.0,0.2,-2.04,0.046,0.039,2.0,3.6,0.7,2.9,1802.4
Brandon Ingram,Herbert Jones,NOP,2023-24,2.19,0.128,0.41,2.3,1.8,1.2,4.08,0.147,0.058,1.0,1.2,0.6,0.6,1431.5
Josh Hart,Miles McBride,NYK,2023-24,2.18,0.031,0.297,0.9,1.0,1.8,-2.16,0.033,0.068,6.0,0.0,-0.1,0.1,992.8
Kris Dunn,Lauri Markkanen,UTA,2023-24,2.17,0.109,0.373,6.6,2.9,-0.1,19.14,0.16,0.085,3.0,3.6,-0.1,3.7,660.8
Scoot Henderson,Toumani Camara,POR,2024-25,2.17,0.077,0.363,0.5,1.6,0.0,-1.02,0.178,0.032,4.0,-0.1,-2.2,2.1,1115.5
Haywood Highsmith,Jaime Jaquez Jr.,MIA,2023-24,2.16,0.06,0.302,0.4,0.8,1.4,-7.25,0.063,0.013,4.0,-0.7,-1.9,1.2,653.3
Bogdan Bogdanović,Jalen Johnson,ATL,2023-24,2.14,0.034,0.402,0.5,1.5,0.1,0.64,0.007,0.015,9.0,1.2,0.2,1.0,1097.4
Bogdan Bogdanović,Onyeka Okongwu,ATL,2023-24,2.13,0.084,0.352,0.9,0.2,-1.2,-0.8,0.076,0.105,8.0,0.2,-0.4,0.6,1070.6
Chris Paul,Dario Šarić,GSW,2023-24,2.13,0.036,0.344,0.8,0.8,1.6,0.28,0.155,0.056,9.0,1.0,1.0,0.0,534.4
Chris Paul,Keldon Johnson,SAS,2024-25,2.13,0.07,0.344,0.3,2.1,-1.1,0.32,0.237,0.008,15.0,0.8,-1.6,2.4,685.3
Mike Conley,Jaden McDaniels,MIN,2023-24,2.12,0.001,0.313,5.3,0.7,2.1,2.4,0.223,0.056,13.0,3.4,-2.6,6.0,1399.0
Kevin Durant,Eric Gordon,PHX,2023-24,2.11,0.121,0.445,5.3,0.6,-0.4,3.12,0.113,0.046,0.0,4.0,-1.7,5.7,1274.3
Jarrett Allen,Darius Garland,CLE,2024-25,2.1,0.109,0.421,0.9,2.0,0.4,-8.46,0.218,0.124,2.0,4.2,3.1,1.1,1996.9
Derrick Jones Jr.,Dereck Lively II,DAL,2023-24,2.08,0.022,0.27,1.0,1.1,0.5,-1.1,0.005,0.136,7.0,0.5,-1.5,2.0,579.1
Jordan Clarkson,Lauri Markkanen,UTA,2023-24,2.07,0.014,0.496,6.4,1.7,-4.7,-12.54,0.157,0.11,5.0,3.6,-4.5,8.1,900.5
Malik Monk,Keegan Murray,SAC,2023-24,2.06,0.069,0.425,1.9,0.5,-1.5,-0.25,0.222,0.005,3.0,0.6,-0.9,1.5,929.3
Donovan Mitchell,Darius Garland,CLE,2023-24,2.05,0.052,0.55,4.4,2.4,0.0,-4.76,0.027,0.035,3.0,5.8,-1.0,6.8,750.3
Dillon Brooks,Tari Eason,HOU,2024-25,2.05,0.009,0.361,2.4,2.6,2.6,-2.24,0.006,0.012,5.0,3.6,-1.4,5.0,733.5
Russell Westbrook,Amir Coffey,LAC,2023-24,2.03,0.12,0.358,1.7,1.0,0.4,-1.44,0.217,0.09,8.0,0.5,-2.2,2.7,581.3
Nickeil Alexander-Walker,Jaden McDaniels,MIN,2024-25,2.03,0.005,0.315,0.6,1.0,1.8,-3.36,0.058,0.017,2.0,0.0,-0.4,0.4,945.0
Austin Reaves,Dalton Knecht,LAL,2024-25,2.01,0.049,0.411,2.5,1.2,-2.2,-4.64,0.174,0.022,3.0,1.9,-1.8,3.7,705.9
Bam Adebayo,Kel'el Ware,MIA,2024-25,2.01,0.063,0.401,1.7,0.4,1.6,0.0,0.142,0.042,6.0,2.0,-0.1,2.1,540.8
James Harden,Paul George,LAC,2023-24,2.0,0.062,0.466,0.9,0.1,0.5,-9.45,0.181,0.001,0.0,4.1,3.2,0.9,1775.0
Rudy Gobert,Jaden McDaniels,MIN,2024-25,1.99,0.031,0.289,2.0,0.1,2.7,-1.96,0.016,0.125,9.0,1.9,0.0,1.9,1778.7
Andrew Nembhard,Tyrese Haliburton,IND,2023-24,1.97,0.078,0.4,8.9,0.1,-0.9,8.47,0.236,0.032,0.0,6.9,-2.2,9.1,1064.4
Jamal Murray,Julian Strawther,DEN,2024-25,1.95,0.062,0.408,4.9,0.4,-2.4,4.76,0.141,0.025,5.0,0.8,-4.5,5.3,684.7
Shai Gilgeous-Alexander,Kenrich Williams,OKC,2023-24,1.93,0.185,0.449,7.8,2.0,2.6,6.16,0.167,0.068,4.0,9.0,-0.8,9.8,511.9
Fred VanVleet,Dillon Brooks,HOU,2023-24,1.92,0.018,0.37,5.9,1.1,0.5,5.4,0.238,0.019,2.0,3.4,-3.6,7.0,1782.8
Mikal Bridges,Precious Achiuwa,NYK,2024-25,1.91,0.049,0.335,2.5,1.1,-0.7,2.99,0.076,0.055,3.0,-0.5,-1.9,1.4,780.5
Haywood Highsmith,Tyler Herro,MIA,2024-25,1.9,0.16,0.382,6.5,1.6,0.2,16.2,0.17,0.022,3.0,3.1,-1.9,5.0,1395.4
Clint Capela,Jalen Johnson,ATL,2024-25,1.9,0.054,0.374,1.1,1.8,1.0,-0.18,0.13,0.005,8.0,1.8,-1.0,2.8,639.4
Bobby Portis,Pat Connaughton,MIL,2023-24,1.87,0.118,0.33,1.6,0.8,-0.8,1.28,0.045,0.007,2.0,-0.8,-1.6,0.8,1279.9
Nicolas Batum,Kelly Oubre Jr.,PHI,2023-24,1.87,0.135,0.305,0.2,1.4,0.0,-1.6,0.033,0.068,7.0,-0.5,-2.3,1.8,668.9
Giannis Antetokounmpo,Malik Beasley,MIL,2023-24,1.86,0.178,0.462,7.7,3.2,1.6,0.86,0.255,0.046,2.0,9.0,-1.8,10.8,1658.6
Tyrese Haliburton,Aaron Nesmith,IND,2023-24,1.85,0.081,0.397,7.6,0.2,-0.6,0.77,0.377,0.026,0.0,6.9,-0.5,7.4,1245.4
Isaiah Stewart,Jaden Ivey,DET,2023-24,1.84,0.101,0.387,0.2,1.0,-2.4,0.27,0.127,0.064,1.0,-2.3,-3.1,0.8,768.4
Kristaps Porziņģis,Jaylen Brown,BOS,2024-25,1.84,0.029,0.535,3.1,1.6,0.8,-1.84,0.091,0.063,1.0,4.7,0.0,4.7,807.6
Rudy Gobert,Julius Randle,MIN,2024-25,1.83,0.117,0.375,0.9,1.5,1.1,1.19,0.153,0.094,3.0,1.9,1.3,0.6,1268.0
Coby White,Julian Phillips,CHI,2024-25,1.83,0.111,0.363,3.1,1.0,-1.8,4.18,0.152,0.03,4.0,-0.9,-3.0,2.1,578.4
Toumani Camara,Donovan Clingan,POR,2024-25,1.82,0.008,0.278,0.8,0.6,2.2,-5.27,0.015,0.002,4.0,-0.1,-0.3,0.2,779.0
James Harden,Terance Mann,LAC,2023-24,1.79,0.067,0.337,4.6,1.0,-0.4,0.35,0.252,0.003,7.0,4.1,-1.5,5.6,1421.8
Jayson Tatum,Derrick White,BOS,2024-25,1.79,0.106,0.496,1.7,0.0,1.6,-6.84,0.067,0.024,3.0,5.2,3.5,1.7,1776.2
Nikola Jokić,Julian Strawther,DEN,2024-25,1.77,0.112,0.458,13.0,4.7,1.9,11.22,0.316,0.104,7.0,13.3,-4.5,17.8,653.9
Tyrese Maxey,Paul Reed,PHI,2023-24,1.76,0.117,0.429,4.7,2.0,0.0,8.16,0.162,0.007,2.0,3.1,0.4,2.7,1058.1
Eric Gordon,Bradley Beal,PHX,2023-24,1.76,0.062,0.386,2.2,0.1,-1.1,1.2,0.115,0.027,4.0,0.4,-1.7,2.1,621.2
Malik Monk,Davion Mitchell,SAC,2023-24,1.76,0.1,0.394,3.9,0.0,-2.0,3.5,0.122,0.009,1.0,0.6,-3.4,4.0,554.9
Julius Randle,Jaden McDaniels,MIN,2024-25,1.75,0.086,0.406,2.9,1.6,1.2,4.76,0.137,0.031,6.0,1.3,0.0,1.3,1634.5
Max Strus,Evan Mobley,CLE,2024-25,1.74,0.083,0.369,2.0,1.3,1.7,-1.44,0.008,0.026,5.0,4.6,1.3,3.3,716.6
Chris Paul,Stephen Curry,GSW,2023-24,1.73,0.148,0.456,6.5,2.3,0.1,10.36,0.101,0.072,3.0,5.2,1.0,4.2,599.3
Jaxson Hayes,Austin Reaves,LAL,2024-25,1.73,0.11,0.35,4.0,1.8,0.8,8.41,0.165,0.104,2.0,1.9,-0.3,2.2,721.5
Kyrie Irving,Naji Marshall,DAL,2024-25,1.73,0.067,0.461,4.2,0.0,-1.0,-0.88,0.037,0.01,6.0,3.4,-0.8,4.2,709.1
Wendell Carter Jr.,Jalen Suggs,ORL,2023-24,1.71,0.019,0.363,1.1,1.2,2.0,0.22,0.047,0.021,2.0,1.0,0.9,0.1,998.2
Fred VanVleet,Alperen Şengün,HOU,2024-25,1.71,0.083,0.435,3.0,0.5,3.1,1.36,0.021,0.03,9.0,4.4,0.9,3.5,1506.2
Klay Thompson,Daniel Gafford,DAL,2024-25,1.69,0.028,0.4,2.0,2.7,-0.5,-3.68,0.007,0.164,9.0,3.8,-1.0,4.8,609.1
Jrue Holiday,Payton Pritchard,BOS,2024-25,1.68,0.03,0.342,3.7,0.8,1.2,4.16,0.01,0.068,8.0,3.5,0.7,2.8,653.1
Mike Conley,Karl-Anthony Towns,MIN,2023-24,1.66,0.111,0.425,0.4,0.5,2.3,-0.42,0.143,0.002,8.0,3.4,2.5,0.9,1225.1
Kyle Anderson,Nickeil Alexander-Walker,MIN,2023-24,1.64,0.003,0.283,0.5,1.4,4.0,-10.32,0.119,0.065,5.0,1.1,0.2,0.9,1011.1
Shai Gilgeous-Alexander,Jalen Williams,OKC,2023-24,1.64,0.085,0.549,4.7,2.0,2.6,-7.48,0.085,0.015,2.0,9.0,2.3,6.7,571.4
Shai Gilgeous-Alexander,Cason Wallace,OKC,2024-25,1.64,0.212,0.46,10.4,0.0,5.2,25.83,0.182,0.075,5.0,11.5,1.0,10.5,1334.2
Deni Avdija,Donovan Clingan,POR,2024-25,1.64,0.093,0.363,3.2,0.8,2.0,2.79,0.112,0.031,3.0,2.1,-0.3,2.4,740.0
Fred VanVleet,Jalen Green,HOU,2024-25,1.63,0.091,0.443,1.5,1.8,0.8,2.72,0.058,0.029,8.0,0.9,0.5,0.4,1520.8
Moritz Wagner,Cole Anthony,ORL,2023-24,1.62,0.012,0.452,2.3,0.4,1.0,1.82,0.091,0.131,3.0,2.0,0.1,1.9,1174.9
Zion Williamson,Dyson Daniels,NOP,2023-24,1.61,0.162,0.408,5.2,1.9,3.1,11.88,0.099,0.081,2.0,3.8,0.6,3.2,575.4
D'Angelo Russell,Cam Reddish,LAL,2023-24,1.58,0.099,0.345,5.7,1.6,0.0,12.0,0.199,0.084,4.0,0.9,-3.2,4.1,530.0
Onyeka Okongwu,Zaccharie Risacher,ATL,2024-25,1.57,0.034,0.372,2.9,2.0,-1.6,-0.1,0.045,0.076,4.0,1.3,-3.5,4.8,982.7
Karl-Anthony Towns,Josh Hart,NYK,2024-25,1.56,0.114,0.416,2.4,1.7,1.9,2.38,0.076,0.019,1.0,3.6,2.8,0.8,2019.3
Devin Booker,Grayson Allen,PHX,2023-24,1.54,0.146,0.432,2.9,1.1,-0.9,-5.0,0.182,0.068,1.0,3.0,1.3,1.7,1701.9
Tobias Harris,Paul Reed,PHI,2023-24,1.52,0.047,0.359,1.6,1.1,0.9,1.76,0.041,0.004,6.0,0.9,0.4,0.5,834.9
Trae Young,Zaccharie Risacher,ATL,2024-25,1.51,0.082,0.488,5.0,0.9,-4.5,-0.6,0.384,0.009,6.0,0.5,-3.5,4.0,1288.5
Jrue Holiday,Jayson Tatum,BOS,2023-24,1.5,0.135,0.457,3.5,0.5,1.7,0.39,0.015,0.007,8.0,5.1,2.1,3.0,1865.2
Kyrie Irving,Klay Thompson,DAL,2024-25,1.5,0.05,0.478,3.2,1.1,-2.1,-10.12,0.094,0.042,2.0,3.4,-1.0,4.4,997.7
Trae Young,Onyeka Okongwu,ATL,2024-25,1.48,0.116,0.454,2.1,2.9,-2.5,-6.0,0.339,0.067,2.0,1.3,0.5,0.8,1406.0
