player_a,player_b,team,season,gp,w,l,shared_min,pair_pm,pair_pm_per48,a_bpm,a_obpm,a_dbpm,b_bpm,b_obpm,b_dbpm,expected,chemistry
Terry Rozier,Nikola Jović,MIA,2024-25,39,17,22,656.9,-91.0,-6.65,-3.7,-2.6,-1.0,0.3,-0.3,0.6,-3.4,-3.25
Domantas Sabonis,Kevin Huerter,SAC,2024-25,40,21,19,543.3,-4.0,-0.35,5.2,4.2,1.1,-2.3,-2.3,0.0,2.9,-3.25
Kevin Durant,Drew Eubanks,PHX,2023-24,68,37,31,691.7,-7.0,-0.49,4.0,4.0,0.1,-1.2,-2.0,0.8,2.8,-3.29
Russell Westbrook,James Harden,LAC,2023-24,59,38,21,641.1,17.0,1.27,0.5,-0.2,0.7,4.1,3.8,0.3,4.6,-3.33
Devin Vassell,Victor Wembanyama,SAS,2023-24,60,16,44,1222.5,47.0,1.85,0.0,0.9,-0.9,5.2,1.9,3.3,5.2,-3.35
Bradley Beal,Grayson Allen,PHX,2024-25,44,20,24,696.1,-69.0,-4.76,-1.1,-0.1,-1.0,-0.3,0.7,-1.0,-1.4,-3.36
Luke Kennard,Desmond Bane,MEM,2024-25,53,29,24,662.2,13.0,0.94,1.1,0.9,0.2,3.2,2.6,0.6,4.3,-3.36
Devin Vassell,Jeremy Sochan,SAS,2023-24,68,17,51,1652.9,-233.0,-6.77,0.0,0.9,-0.9,-3.4,-2.8,-0.6,-3.4,-3.37
Jalen Duren,Ausar Thompson,DET,2023-24,47,10,37,660.1,-78.0,-5.67,-0.1,-0.2,0.1,-2.2,-2.8,0.6,-2.3,-3.37
Spencer Dinwiddie,Daniel Gafford,DAL,2024-25,52,24,28,615.5,-15.0,-1.17,-1.6,-0.9,-0.7,3.8,2.7,1.1,2.2,-3.37
Bam Adebayo,Tyler Herro,MIA,2024-25,74,36,38,1956.9,69.0,1.69,2.0,1.0,1.0,3.1,3.8,-0.7,5.1,-3.41
Nikola Vučević,Patrick Williams,CHI,2024-25,61,30,31,1030.4,-97.0,-4.52,2.6,2.5,0.1,-3.7,-3.0,-0.7,-1.1,-3.42
Jaden Ivey,Jalen Duren,DET,2023-24,57,13,44,1266.4,-175.0,-6.63,-3.1,-1.4,-1.7,-0.1,-0.2,0.1,-3.2,-3.43
Domantas Sabonis,Davion Mitchell,SAC,2023-24,64,35,29,834.1,-6.0,-0.35,6.5,4.0,2.4,-3.4,-2.4,-1.0,3.1,-3.45
RJ Barrett,Gradey Dick,TOR,2024-25,42,12,30,950.9,-120.0,-6.06,0.6,1.2,-0.7,-3.2,-1.9,-1.3,-2.6,-3.46
Klay Thompson,Spencer Dinwiddie,DAL,2024-25,65,27,38,893.9,-113.0,-6.07,-1.0,0.7,-1.6,-1.6,-0.9,-0.7,-2.6,-3.47
Eric Gordon,Tyrese Maxey,PHI,2024-25,33,11,22,547.9,-35.0,-3.07,-1.6,-0.8,-0.8,2.0,3.2,-1.1,0.4,-3.47
Jalen Johnson,Dyson Daniels,ATL,2024-25,32,16,16,743.2,-3.0,-0.19,1.8,0.5,1.4,1.5,-1.1,2.6,3.3,-3.49
Jakob Poeltl,Scottie Barnes,TOR,2024-25,41,18,23,918.7,17.0,0.89,2.0,0.7,1.3,2.4,1.5,0.9,4.4,-3.51
John Konchar,Santi Aldama,MEM,2023-24,38,13,25,582.6,-50.0,-4.12,-0.4,-2.6,2.2,-0.2,-0.7,0.4,-0.6,-3.52
Devin Vassell,Stephon Castle,SAS,2024-25,63,23,40,1035.2,-169.0,-7.84,-1.1,-0.3,-0.8,-3.2,-1.5,-1.7,-4.3,-3.54
Guerschon Yabusele,Justin Edwards,PHI,2024-25,33,10,23,582.0,-100.0,-8.25,-1.0,0.1,-1.1,-3.7,-2.1,-1.6,-4.7,-3.55
Cam Reddish,Austin Reaves,LAL,2023-24,46,25,21,520.5,-69.0,-6.36,-3.2,-4.0,0.8,0.4,0.9,-0.4,-2.8,-3.56
Mikal Bridges,Cam Thomas,BKN,2023-24,66,23,43,1452.6,-157.0,-5.19,-0.4,0.7,-1.0,-1.2,0.7,-1.9,-1.6,-3.59
Killian Hayes,Isaiah Stewart,DET,2023-24,31,5,26,542.2,-97.0,-8.59,-2.7,-2.9,0.2,-2.3,-1.6,-0.7,-5.0,-3.59
Jaren Jackson Jr.,David Roddy,MEM,2023-24,42,12,30,613.6,-105.0,-8.21,0.4,0.0,0.4,-5.0,-3.9,-1.0,-4.6,-3.61
Jamal Murray,Peyton Watson,DEN,2023-24,57,42,15,610.1,-22.0,-1.73,4.1,4.5,-0.4,-2.2,-3.0,0.8,1.9,-3.63
Russell Westbrook,Nikola Jokić,DEN,2024-25,63,39,24,1340.6,239.0,8.56,-1.1,-0.9,-0.2,13.3,9.9,3.3,12.2,-3.64
Jalen Green,Alperen Şengün,HOU,2023-24,63,29,34,1633.1,25.0,0.73,-0.5,0.4,-0.9,4.9,3.1,1.7,4.4,-3.67
Domantas Sabonis,Kevin Huerter,SAC,2023-24,64,37,27,1394.6,59.0,2.03,6.5,4.0,2.4,-0.8,-0.5,-0.4,5.7,-3.67
Nikola Jokić,Peyton Watson,DEN,2023-24,76,53,23,636.6,97.0,7.31,13.2,9.0,4.2,-2.2,-3.0,0.8,11.0,-3.69
Royce O'Neale,Mikal Bridges,BKN,2023-24,49,20,29,702.0,-60.0,-4.1,0.0,-1.0,1.0,-0.4,0.7,-1.0,-0.4,-3.7
Coby White,Josh Giddey,CHI,2024-25,63,29,34,1262.0,-42.0,-1.6,-0.9,0.5,-1.4,3.0,1.9,1.1,2.1,-3.7
Taurean Prince,Austin Reaves,LAL,2023-24,78,44,34,1240.6,-158.0,-6.11,-2.8,-2.6,-0.2,0.4,0.9,-0.4,-2.4,-3.71
Kentavious Caldwell-Pope,Paolo Banchero,ORL,2024-25,43,20,23,1118.8,-38.0,-1.63,-1.4,-3.0,1.6,3.5,3.4,0.2,2.1,-3.73
Tyler Herro,Nikola Jović,MIA,2024-25,44,21,23,733.0,-5.0,-0.33,3.1,3.8,-0.7,0.3,-0.3,0.6,3.4,-3.73
Keldon Johnson,Devin Vassell,SAS,2023-24,62,16,46,1144.5,-130.0,-5.45,-1.7,-0.3,-1.4,0.0,0.9,-0.9,-1.7,-3.75
Jaren Jackson Jr.,Scotty Pippen Jr.,MEM,2024-25,69,41,28,964.9,9.0,0.45,2.3,1.6,0.8,1.9,0.0,1.8,4.2,-3.75
Jakob Poeltl,Ochai Agbaji,TOR,2024-25,43,14,29,883.0,-45.0,-2.45,2.0,0.7,1.3,-0.7,-0.9,0.2,1.3,-3.75
RJ Barrett,Immanuel Quickley,TOR,2023-24,29,11,18,769.1,-50.0,-3.12,0.1,1.5,-1.4,0.6,1.9,-1.3,0.7,-3.82
Deandre Ayton,Kris Murray,POR,2023-24,28,5,23,512.1,-76.0,-7.12,0.3,0.5,-0.2,-3.6,-3.5,-0.2,-3.3,-3.82
Grant Williams,Brandon Miller,CHA,2023-24,28,10,18,620.7,-117.0,-9.05,-2.6,-1.9,-0.7,-2.6,-0.9,-1.6,-5.2,-3.85
Jakob Poeltl,Gradey Dick,TOR,2024-25,41,13,28,967.9,-102.0,-5.06,2.0,0.7,1.3,-3.2,-1.9,-1.3,-1.2,-3.86
Jaden Ivey,Marcus Sasser,DET,2023-24,55,10,45,586.0,-117.0,-9.58,-3.1,-1.4,-1.7,-2.6,-1.5,-1.1,-5.7,-3.88
Deandre Ayton,Shaedon Sharpe,POR,2024-25,32,14,18,644.1,-79.0,-5.89,-0.7,-0.3,-0.4,-1.3,0.0,-1.3,-2.0,-3.89
Jalen Brunson,Mitchell Robinson,NYK,2023-24,31,19,12,706.1,28.0,1.9,5.8,6.3,-0.4,0.0,-0.3,0.4,5.8,-3.9
Cade Cunningham,Jalen Duren,DET,2024-25,66,37,29,1544.8,99.0,3.08,3.9,3.8,0.1,3.1,1.6,1.5,7.0,-3.92
Alex Caruso,Ayo Dosunmu,CHI,2023-24,59,31,28,966.7,-45.0,-2.23,2.5,0.2,2.3,-0.8,-0.6,-0.2,1.7,-3.93
Keldon Johnson,Devin Vassell,SAS,2024-25,62,23,39,840.4,-116.0,-6.63,-1.6,0.0,-1.6,-1.1,-0.3,-0.8,-2.7,-3.93
T.J. McConnell,Obi Toppin,IND,2024-25,74,47,27,797.1,-18.0,-1.08,1.2,0.6,0.6,1.7,1.8,-0.1,2.9,-3.98
Bam Adebayo,Nikola Jović,MIA,2024-25,44,21,23,687.7,-24.0,-1.68,2.0,1.0,1.0,0.3,-0.3,0.6,2.3,-3.98
Nikola Vučević,Zach LaVine,CHI,2024-25,41,17,24,1268.5,5.0,0.19,2.6,2.5,0.1,1.6,2.7,-1.0,4.2,-4.01
Keon Johnson,Tyrese Martin,BKN,2024-25,56,14,42,605.6,-125.0,-9.91,-3.3,-3.1,-0.1,-2.6,-1.4,-1.2,-5.9,-4.01
Jakob Poeltl,Pascal Siakam,TOR,2023-24,36,15,21,874.3,-36.0,-1.98,0.7,-0.3,1.0,1.4,2.2,-0.8,2.1,-4.08
Vít Krejčí,Dyson Daniels,ATL,2024-25,48,22,26,636.1,-25.0,-1.89,0.7,0.0,0.7,1.5,-1.1,2.6,2.2,-4.09
Anthony Davis,Dalton Knecht,LAL,2024-25,40,23,17,541.2,1.0,0.09,6.0,4.5,1.5,-1.8,-0.1,-1.7,4.2,-4.11
Brook Lopez,Giannis Antetokounmpo,MIL,2024-25,67,40,27,1527.1,196.0,6.16,0.8,0.4,0.4,9.5,6.9,2.5,10.3,-4.14
Mike Conley,Naz Reid,MIN,2023-24,75,53,22,804.3,12.0,0.72,3.4,2.0,1.4,1.5,0.4,1.1,4.9,-4.18
Donte DiVincenzo,Precious Achiuwa,NYK,2023-24,43,27,16,750.3,-34.0,-2.18,3.4,2.5,0.9,-1.4,-1.9,0.5,2.0,-4.18
Julius Randle,Quentin Grimes,NYK,2023-24,43,27,16,557.1,-44.0,-3.79,1.9,2.2,-0.3,-1.5,-1.9,0.4,0.4,-4.19
Coby White,Patrick Williams,CHI,2024-25,57,29,28,999.4,-183.0,-8.79,-0.9,0.5,-1.4,-3.7,-3.0,-0.7,-4.6,-4.19
Fred VanVleet,Alperen Şengün,HOU,2023-24,57,28,29,1675.0,143.0,4.1,3.4,2.6,0.8,4.9,3.1,1.7,8.3,-4.2
Mikal Bridges,Nick Smith Jr.,CHA,2024-25,43,12,31,732.1,-159.0,-10.42,-0.5,0.4,-0.9,-5.7,-3.2,-2.6,-6.2,-4.22
Anfernee Simons,Deandre Ayton,POR,2023-24,27,6,21,783.2,-61.0,-3.74,0.2,2.7,-2.5,0.3,0.5,-0.2,0.5,-4.24
Giannis Antetokounmpo,Taurean Prince,MIL,2024-25,66,39,27,1494.7,111.0,3.56,9.5,6.9,2.5,-1.7,-2.0,0.3,7.8,-4.24
Devin Booker,Grayson Allen,PHX,2024-25,62,29,33,983.4,-85.0,-4.15,0.4,2.8,-2.4,-0.3,0.7,-1.0,0.1,-4.25
LeBron James,Taurean Prince,LAL,2023-24,67,38,29,1294.8,-15.0,-0.56,6.5,5.5,0.9,-2.8,-2.6,-0.2,3.7,-4.26
Patrick Williams,Ayo Dosunmu,CHI,2023-24,41,19,22,541.0,-83.0,-7.36,-2.3,-2.1,-0.1,-0.8,-0.6,-0.2,-3.1,-4.26
Myles Turner,Obi Toppin,IND,2024-25,66,40,26,533.8,-24.0,-2.16,0.4,0.0,0.4,1.7,1.8,-0.1,2.1,-4.26
DeMar DeRozan,Alex Caruso,CHI,2023-24,69,33,36,1692.1,1.0,0.03,1.8,2.1,-0.3,2.5,0.2,2.3,4.3,-4.27
John Collins,Collin Sexton,UTA,2023-24,66,26,40,1116.9,-76.0,-3.27,-0.9,0.5,-1.4,1.9,3.8,-1.9,1.0,-4.27
Anfernee Simons,Toumani Camara,POR,2024-25,67,25,42,1564.4,-146.0,-4.48,-0.1,1.5,-1.5,-0.1,-0.9,0.8,-0.2,-4.28
Russell Westbrook,Peyton Watson,DEN,2024-25,68,40,28,875.7,-131.0,-7.18,-1.1,-0.9,-0.2,-1.8,-2.1,0.3,-2.9,-4.28
Onyeka Okongwu,Vít Krejčí,ATL,2024-25,49,23,26,566.4,-27.0,-2.29,1.3,1.2,0.2,0.7,0.0,0.7,2.0,-4.29
Royce O'Neale,Cam Thomas,BKN,2023-24,40,15,25,636.5,-73.0,-5.5,0.0,-1.0,1.0,-1.2,0.7,-1.9,-1.2,-4.3
Josh Hart,Jalen Brunson,NYK,2024-25,61,38,23,1858.9,68.0,1.76,2.8,1.1,1.8,3.3,4.7,-1.3,6.1,-4.34
Nikola Vučević,Coby White,CHI,2024-25,66,30,36,1437.2,-79.0,-2.64,2.6,2.5,0.1,-0.9,0.5,-1.4,1.7,-4.34
Giannis Antetokounmpo,Pat Connaughton,MIL,2023-24,67,41,26,963.4,61.0,3.04,9.0,6.7,2.4,-1.6,-1.6,0.0,7.4,-4.36
Andrew Wiggins,Kevon Looney,GSW,2023-24,58,31,27,621.6,-82.0,-6.33,-2.5,-1.4,-1.2,0.6,-0.8,1.4,-1.9,-4.43
Torrey Craig,Coby White,CHI,2023-24,50,20,30,605.6,-90.0,-7.13,-2.0,-1.8,-0.2,-0.7,0.7,-1.3,-2.7,-4.43
Kevin Durant,Nick Richards,PHX,2024-25,29,12,17,559.7,-53.0,-4.55,3.2,3.9,-0.7,-3.3,-2.0,-1.3,-0.1,-4.45
Spencer Dinwiddie,Max Christie,DAL,2024-25,31,12,19,557.6,-110.0,-9.47,-1.6,-0.9,-0.7,-3.4,-2.4,-1.0,-5.0,-4.47
John Konchar,Vince Williams Jr.,MEM,2023-24,38,12,26,514.9,-60.0,-5.59,-0.4,-2.6,2.2,-0.7,-1.7,1.0,-1.1,-4.49
Stephen Curry,Kevon Looney,GSW,2024-25,63,38,25,613.1,27.0,2.11,6.3,6.4,0.0,0.3,-1.0,1.3,6.6,-4.49
Jerami Grant,Deni Avdija,POR,2024-25,44,22,22,778.5,-65.0,-4.01,-1.6,-1.4,-0.3,2.1,1.5,0.6,0.5,-4.51
DeMar DeRozan,Nikola Vučević,CHI,2023-24,74,35,39,1991.4,-109.0,-2.63,1.8,2.1,-0.3,0.1,0.8,-0.7,1.9,-4.53
RJ Barrett,Scottie Barnes,TOR,2024-25,43,20,23,935.4,-30.0,-1.54,0.6,1.2,-0.7,2.4,1.5,0.9,3.0,-4.54
Ochai Agbaji,Keyonte George,UTA,2023-24,40,19,21,605.9,-151.0,-11.96,-3.0,-2.5,-0.5,-4.4,-1.5,-2.9,-7.4,-4.56
Ziaire Williams,Jalen Wilson,BKN,2024-25,58,21,37,593.5,-133.0,-10.76,-2.3,-2.2,-0.1,-3.9,-2.6,-1.3,-6.2,-4.56
Dennis Schröder,Scottie Barnes,TOR,2023-24,51,18,33,1059.6,-59.0,-2.67,-1.8,-0.5,-1.3,3.7,2.9,0.8,1.9,-4.57
Devin Booker,Royce O'Neale,PHX,2024-25,68,32,36,1218.8,-104.0,-4.1,0.4,2.8,-2.4,0.1,0.2,-0.1,0.5,-4.6
Mikal Bridges,Grant Williams,CHA,2023-24,28,10,18,635.6,-101.0,-7.63,-0.4,0.7,-1.0,-2.6,-1.9,-0.7,-3.0,-4.63
Brice Sensabaugh,Kyle Filipowski,UTA,2024-25,62,11,51,667.7,-95.0,-6.83,-1.2,0.4,-1.6,-1.0,-0.6,-0.3,-2.2,-4.63
Trey Lyles,Domantas Sabonis,SAC,2024-25,53,28,25,504.3,-2.0,-0.19,-0.7,-0.4,-0.3,5.2,4.2,1.1,4.5,-4.69
P.J. Washington,Brandon Miller,CHA,2023-24,38,7,31,688.3,-135.0,-9.41,-2.1,-1.7,-0.4,-2.6,-0.9,-1.6,-4.7,-4.71
Jerami Grant,Toumani Camara,POR,2024-25,45,20,25,1098.4,-147.0,-6.42,-1.6,-1.4,-0.3,-0.1,-0.9,0.8,-1.7,-4.72
Damian Lillard,Gary Trent Jr.,MIL,2024-25,51,29,22,885.7,-44.0,-2.38,4.0,4.7,-0.6,-1.6,-1.2,-0.4,2.4,-4.78
Justin Champagnie,Bub Carrington,WAS,2024-25,59,15,44,871.3,-180.0,-9.92,-0.5,-0.3,-0.2,-4.6,-3.3,-1.3,-5.1,-4.82
LeBron James,Max Christie,LAL,2024-25,41,23,18,651.6,-14.0,-1.03,5.6,4.9,0.7,-1.8,-1.8,0.0,3.8,-4.83
Harrison Barnes,Domantas Sabonis,SAC,2023-24,82,46,36,2126.8,-6.0,-0.14,-1.8,-0.6,-1.2,6.5,4.0,2.4,4.7,-4.84
Nikola Vučević,Alex Caruso,CHI,2023-24,66,32,34,1410.6,-66.0,-2.25,0.1,0.8,-0.7,2.5,0.2,2.3,2.6,-4.85
John Collins,Simone Fontecchio,UTA,2023-24,42,22,20,619.7,-95.0,-7.36,-0.9,0.5,-1.4,-1.6,-0.4,-1.2,-2.5,-4.86
CJ McCollum,Trey Murphy III,NOP,2024-25,45,13,32,1186.3,-135.0,-5.46,-1.4,1.2,-2.6,0.8,2.1,-1.4,-0.6,-4.86
Zach LaVine,Josh Giddey,CHI,2024-25,38,17,21,860.0,-5.0,-0.28,1.6,2.7,-1.0,3.0,1.9,1.1,4.6,-4.88
Stephen Curry,Klay Thompson,GSW,2023-24,69,38,31,1427.5,-3.0,-0.1,5.2,6.3,-1.1,-0.4,1.1,-1.5,4.8,-4.9
Kyrie Irving,Luka Dončić,DAL,2023-24,51,35,16,1296.8,267.0,9.88,4.9,4.8,0.1,9.9,8.3,1.7,14.8,-4.92
Zach LaVine,Keon Ellis,SAC,2024-25,32,14,18,671.2,-48.0,-3.43,-0.4,1.8,-2.3,1.9,-0.1,2.0,1.5,-4.93
Deandre Ayton,Scoot Henderson,POR,2023-24,42,13,29,722.0,-157.0,-10.44,0.3,0.5,-0.2,-5.8,-3.5,-2.3,-5.5,-4.94
Jamal Murray,Christian Braun,DEN,2023-24,58,43,15,557.6,-32.0,-2.75,4.1,4.5,-0.4,-1.9,-1.7,-0.2,2.2,-4.95
LeBron James,Austin Reaves,LAL,2023-24,71,41,30,1706.9,68.0,1.91,6.5,5.5,0.9,0.4,0.9,-0.4,6.9,-4.99
Caleb Martin,Tyrese Maxey,PHI,2024-25,25,11,14,629.6,-72.0,-5.49,-2.5,-2.3,-0.2,2.0,3.2,-1.1,-0.5,-4.99
Coby White,Jalen Smith,CHI,2024-25,53,21,32,583.3,-61.0,-5.02,-0.9,0.5,-1.4,0.9,1.5,-0.6,0.0,-5.02
Jalen Wilson,Noah Clowney,BKN,2024-25,43,10,33,551.9,-150.0,-13.04,-3.9,-2.6,-1.3,-4.1,-3.1,-1.0,-8.0,-5.04
Anthony Davis,Austin Reaves,LAL,2023-24,76,45,31,1993.6,18.0,0.43,5.1,3.5,1.7,0.4,0.9,-0.4,5.5,-5.07
Vasilije Micić,Brandon Miller,CHA,2023-24,28,10,18,559.5,-143.0,-12.27,-4.6,-2.5,-2.2,-2.6,-0.9,-1.6,-7.2,-5.07
Jae Crowder,Bobby Portis,MIL,2023-24,49,24,25,544.2,-96.0,-8.47,-2.6,-2.6,0.0,-0.8,0.0,-0.8,-3.4,-5.07
Pascal Siakam,Scottie Barnes,TOR,2023-24,39,15,24,955.4,0.0,0.0,1.4,2.2,-0.8,3.7,2.9,0.8,5.1,-5.1
De'Andre Hunter,Dyson Daniels,ATL,2024-25,34,16,18,669.1,-56.0,-4.02,-0.4,0.9,-1.4,1.5,-1.1,2.6,1.1,-5.12
Domantas Sabonis,De'Aaron Fox,SAC,2023-24,74,42,32,1915.2,162.0,4.06,6.5,4.0,2.4,2.7,2.6,0.1,9.2,-5.14
Vasilije Micić,Mikal Bridges,CHA,2023-24,29,10,19,761.9,-161.0,-10.14,-4.6,-2.5,-2.2,-0.4,0.7,-1.0,-5.0,-5.14
Lauri Markkanen,Walker Kessler,UTA,2023-24,46,20,26,671.2,-9.0,-0.64,3.6,5.1,-1.5,0.9,-0.4,1.3,4.5,-5.14
Dennis Schröder,Nic Claxton,BKN,2023-24,28,12,16,652.6,-78.0,-5.74,-1.8,-0.5,-1.3,1.2,-0.3,1.5,-0.6,-5.14
Cade Cunningham,Jalen Duren,DET,2023-24,46,9,37,1233.3,-128.0,-4.98,0.3,2.0,-1.6,-0.1,-0.2,0.1,0.2,-5.18
Deni Avdija,Scoot Henderson,POR,2024-25,59,28,31,854.2,-94.0,-5.28,2.1,1.5,0.6,-2.2,-1.4,-0.8,-0.1,-5.18
Tim Hardaway Jr.,Luka Dončić,DAL,2023-24,68,45,23,1271.2,48.0,1.81,-2.9,-0.8,-2.1,9.9,8.3,1.7,7.0,-5.19
Jamal Shead,Jonathan Mogbo,TOR,2024-25,57,17,40,564.7,-132.0,-11.22,-4.1,-3.2,-0.9,-1.9,-2.9,1.0,-6.0,-5.22
CJ McCollum,Yves Missi,NOP,2024-25,51,15,36,1166.3,-234.0,-9.63,-1.4,1.2,-2.6,-3.0,-1.6,-1.4,-4.4,-5.23
Anfernee Simons,Toumani Camara,POR,2023-24,43,11,32,804.0,-137.0,-8.18,0.2,2.7,-2.5,-3.1,-3.1,0.0,-2.9,-5.28
CJ McCollum,Dejounte Murray,NOP,2024-25,31,9,22,758.2,-131.0,-8.29,-1.4,1.2,-2.6,-1.6,-1.3,-0.3,-3.0,-5.29
CJ McCollum,Zion Williamson,NOP,2023-24,58,36,22,1350.5,45.0,1.6,3.1,3.3,-0.3,3.8,3.3,0.6,6.9,-5.3
Jordan Poole,Kyshawn George,WAS,2024-25,55,12,43,853.7,-160.0,-9.0,0.4,2.0,-1.6,-4.1,-3.8,-0.3,-3.7,-5.3
Anthony Davis,Cam Reddish,LAL,2023-24,44,25,19,722.9,-52.0,-3.45,5.1,3.5,1.7,-3.2,-4.0,0.8,1.9,-5.35
Desmond Bane,Santi Aldama,MEM,2024-25,54,30,24,858.2,18.0,1.01,3.2,2.6,0.6,3.2,2.5,0.7,6.4,-5.39
Domantas Sabonis,Keon Ellis,SAC,2023-24,50,29,21,752.4,36.0,2.3,6.5,4.0,2.4,1.2,-0.9,2.1,7.7,-5.4
Jakob Poeltl,RJ Barrett,TOR,2024-25,43,16,27,1023.8,-60.0,-2.81,2.0,0.7,1.3,0.6,1.2,-0.7,2.6,-5.41
Corey Kispert,Bub Carrington,WAS,2024-25,61,14,47,941.2,-269.0,-13.72,-3.7,-1.4,-2.2,-4.6,-3.3,-1.3,-8.3,-5.42
RJ Barrett,Ochai Agbaji,TOR,2024-25,46,15,31,800.3,-92.0,-5.52,0.6,1.2,-0.7,-0.7,-0.9,0.2,-0.1,-5.42
Andre Drummond,Ayo Dosunmu,CHI,2023-24,76,37,39,740.1,-95.0,-6.16,0.1,0.8,-0.7,-0.8,-0.6,-0.2,-0.7,-5.46
Jimmy Butler,Tyler Herro,MIA,2023-24,28,14,14,623.9,-2.0,-0.15,4.6,3.9,0.7,0.8,1.5,-0.7,5.4,-5.55
Deandre Ayton,Deni Avdija,POR,2024-25,37,17,20,763.7,-66.0,-4.15,-0.7,-0.3,-0.4,2.1,1.5,0.6,1.4,-5.55
Tyrese Haliburton,Bennedict Mathurin,IND,2023-24,46,26,20,698.4,-30.0,-2.06,6.9,7.3,-0.4,-3.4,-1.2,-2.3,3.5,-5.56
Alperen Şengün,Jabari Smith Jr.,HOU,2023-24,58,28,30,1370.2,-31.0,-1.09,4.9,3.1,1.7,-0.4,-0.5,0.1,4.5,-5.59
Jarrett Allen,Evan Mobley,CLE,2023-24,45,27,18,767.6,5.0,0.31,3.0,2.1,0.9,2.9,0.9,2.0,5.9,-5.59
Donovan Mitchell,Evan Mobley,CLE,2023-24,34,22,12,789.7,51.0,3.1,5.8,4.6,1.2,2.9,0.9,2.0,8.7,-5.6
Spencer Dinwiddie,Cam Thomas,BKN,2023-24,39,14,25,645.6,-117.0,-8.7,-1.9,-1.3,-0.6,-1.2,0.7,-1.9,-3.1,-5.6
Stephen Curry,Mikal Bridges,CHA,2024-25,49,14,35,539.9,2.0,0.18,6.3,6.4,0.0,-0.5,0.4,-0.9,5.8,-5.62
Nikola Vučević,Zach LaVine,CHI,2023-24,25,10,15,759.8,-86.0,-5.43,0.1,0.8,-0.7,0.1,0.8,-0.7,0.2,-5.63
Immanuel Quickley,Scottie Barnes,TOR,2024-25,29,12,17,746.6,-16.0,-1.03,2.2,3.2,-1.0,2.4,1.5,0.9,4.6,-5.63
Jeremy Sochan,Victor Wembanyama,SAS,2023-24,65,16,49,1249.5,-100.0,-3.84,-3.4,-2.8,-0.6,5.2,1.9,3.3,1.8,-5.64
Jerami Grant,Malcolm Brogdon,POR,2023-24,36,15,21,758.1,-59.0,-3.74,-0.1,1.0,-1.1,2.0,2.7,-0.7,1.9,-5.64
Keldon Johnson,Malaki Branham,SAS,2023-24,62,15,47,870.3,-235.0,-12.96,-1.7,-0.3,-1.4,-5.6,-3.4,-2.2,-7.3,-5.66
Lauri Markkanen,Collin Sexton,UTA,2023-24,54,22,32,1078.8,-4.0,-0.18,3.6,5.1,-1.5,1.9,3.8,-1.9,5.5,-5.68
Jaren Jackson Jr.,John Konchar,MEM,2023-24,42,12,30,647.2,-77.0,-5.71,0.4,0.0,0.4,-0.4,-2.6,2.2,0.0,-5.71
Anthony Davis,Austin Reaves,LAL,2024-25,37,22,15,1037.3,47.0,2.17,6.0,4.5,1.5,1.9,2.4,-0.5,7.9,-5.73
LeBron James,Jaxson Hayes,LAL,2024-25,51,34,17,775.1,-7.0,-0.43,5.6,4.9,0.7,-0.3,-1.6,1.3,5.3,-5.73
Stephen Curry,Kevon Looney,GSW,2023-24,67,40,27,849.9,1.0,0.06,5.2,6.3,-1.1,0.6,-0.8,1.4,5.8,-5.74
Deandre Ayton,Toumani Camara,POR,2024-25,38,15,23,975.0,-133.0,-6.55,-0.7,-0.3,-0.4,-0.1,-0.9,0.8,-0.8,-5.75
Jakob Poeltl,Scottie Barnes,TOR,2023-24,49,20,29,919.5,-26.0,-1.36,0.7,-0.3,1.0,3.7,2.9,0.8,4.4,-5.76
Kevin Durant,Ryan Dunn,PHX,2024-25,55,27,28,684.4,-95.0,-6.66,3.2,3.9,-0.7,-4.1,-2.9,-1.2,-0.9,-5.76
Amen Thompson,Cam Whitmore,HOU,2023-24,41,17,24,545.2,-44.0,-3.87,1.8,-0.1,1.9,0.1,1.0,-0.9,1.9,-5.77
Collin Sexton,Keyonte George,UTA,2024-25,47,9,38,851.8,-161.0,-9.07,-0.6,1.7,-2.3,-2.7,-0.2,-2.5,-3.3,-5.77
Trey Lyles,Keon Ellis,SAC,2024-25,65,33,32,724.7,-69.0,-4.57,-0.7,-0.4,-0.3,1.9,-0.1,2.0,1.2,-5.77
Jalen Green,Brandon Miller,CHA,2024-25,26,7,19,582.2,-64.0,-5.28,0.5,1.1,-0.5,0.0,0.8,-0.8,0.5,-5.78
Lauri Markkanen,John Collins,UTA,2023-24,52,21,31,1070.7,-69.0,-3.09,3.6,5.1,-1.5,-0.9,0.5,-1.4,2.7,-5.79
Jalen Green,Fred VanVleet,HOU,2023-24,69,36,33,741.0,-45.0,-2.91,-0.5,0.4,-0.9,3.4,2.6,0.8,2.9,-5.81
Alex Sarr,Bub Carrington,WAS,2024-25,66,13,53,1240.6,-355.0,-13.74,-3.3,-2.2,-1.0,-4.6,-3.3,-1.3,-7.9,-5.84
Brice Sensabaugh,Isaiah Collier,UTA,2024-25,58,11,47,719.4,-185.0,-12.34,-1.2,0.4,-1.6,-5.3,-3.8,-1.5,-6.5,-5.84
Cameron Johnson,Jalen Wilson,BKN,2024-25,54,20,34,639.2,-89.0,-6.68,3.1,3.5,-0.4,-3.9,-2.6,-1.3,-0.8,-5.88
